date,price,bedrooms,grade,has_basement,living_in_m2,renovated,nice_view,perfect_condition,real_bathrooms,has_lavatory,single_floor,month,quartile_zone
2014-12-23,252000.0,3,7,True,190.45115,False,False,False,1,True,True,12,1
2015-02-17,540000.0,4,8,False,203.45757,False,False,False,2,True,False,2,3
2015-03-27,450000.0,2,6,False,93.83203,False,True,False,1,False,True,3,3
2014-07-23,889950.0,4,9,False,286.14124,False,False,False,2,True,False,7,4
2014-12-10,264950.0,3,7,False,130.0642,False,False,False,1,True,True,12,1
2014-12-17,300000.0,2,7,False,113.34166,False,False,False,1,False,True,12,2
2015-03-27,1125000.0,4,9,True,361.39267,False,False,False,3,True,False,3,2
2014-06-03,560000.0,3,7,True,185.806,False,False,True,1,True,True,6,4
2015-02-07,380000.0,3,7,True,133.78032,False,False,False,2,False,True,2,1
2014-08-05,1000000.0,4,9,False,165.36734,False,False,True,1,True,True,8,4
2015-04-30,1065000.0,3,9,False,368.82491,False,False,False,2,True,False,4,3
2015-02-03,292500.0,3,8,True,133.78032,False,False,False,2,True,False,2,1
2015-02-25,760500.0,4,9,False,214.60593,False,False,False,2,True,False,2,3
2014-08-07,752500.0,2,8,False,211.81884,False,False,False,2,True,True,8,4
2014-06-02,439800.0,3,7,False,104.05136,False,False,True,1,True,True,6,4
2014-11-21,319000.0,3,7,False,196.02533,False,False,False,2,True,False,11,1
2015-05-07,1075000.0,2,8,False,143.99965,False,True,False,3,True,False,5,4
2015-02-20,199000.0,4,7,False,118.91584,False,False,False,1,False,False,2,1
2014-09-24,575000.0,3,8,False,201.413704,False,False,False,2,False,False,9,4
2014-07-22,302282.0,2,7,False,101.728785,False,False,False,1,False,False,7,3
2015-04-03,800000.0,4,8,False,196.95436,False,False,False,2,True,False,4,3
2015-01-05,482500.0,3,7,False,157.00607,False,False,False,2,True,False,1,4
2014-10-20,230000.0,2,6,True,80.82561,False,False,False,1,False,True,10,1
2015-04-01,432500.0,3,8,False,232.2575,False,False,False,3,False,False,4,1
2014-05-07,1110000.0,4,7,True,214.60593,False,False,False,1,True,True,5,4
2015-04-03,199950.0,3,6,False,78.03852,False,False,False,1,False,True,4,1
2014-10-23,510000.0,4,8,False,277.77997,False,False,False,2,False,True,10,1
2014-10-15,250000.0,4,7,True,172.79958,False,False,False,1,True,True,10,1
2015-03-27,554500.0,3,8,True,174.65764,False,False,False,2,True,True,3,3
2015-04-29,729953.0,5,8,True,300.07669,False,False,False,3,False,False,4,2
2014-09-23,649000.0,4,9,False,290.78639,False,False,False,2,True,False,9,3
2014-12-17,500000.0,4,8,False,207.17369,False,False,False,2,True,False,12,3
2014-06-24,925000.0,4,10,False,332.59274,False,False,False,3,False,False,6,3
2015-04-08,767500.0,4,7,True,218.32205,False,False,False,2,False,False,4,3
2014-11-03,772000.0,4,8,True,322.37341,False,False,False,2,True,True,11,4
2014-07-23,549950.0,4,9,False,362.879118,False,True,False,3,True,False,7,1
2014-05-05,831000.0,4,9,True,201.59951,True,False,False,3,False,False,5,4
2014-08-20,260000.0,3,7,False,146.78674,False,False,True,1,True,True,8,2
2014-09-08,281000.0,3,7,False,118.91584,False,False,False,1,True,False,9,2
2015-04-15,402000.0,4,7,False,166.29637,False,False,False,2,True,False,4,2
2014-06-04,610000.0,4,9,False,270.34773,False,False,False,3,True,False,6,3
2015-01-27,335000.0,4,8,False,222.9672,False,False,False,2,True,False,1,1
2015-02-11,249500.0,4,7,True,196.95436,False,False,False,1,True,True,2,1
2014-11-25,299000.0,4,7,True,169.08346,False,False,False,2,True,True,11,1
2015-02-05,485000.0,3,7,True,194.16727,False,False,False,2,True,True,2,2
2015-04-10,305000.0,3,7,False,137.49644,False,False,False,1,True,True,4,1
2014-08-13,221000.0,3,7,False,106.83845,False,False,False,1,False,True,8,2
2014-10-22,481000.0,3,9,False,239.68974,False,False,False,2,False,False,10,2
2014-12-11,466000.0,3,7,False,156.07704,False,False,False,1,True,True,12,4
2014-07-02,453000.0,3,7,True,154.21898,False,False,False,2,False,True,7,2
2014-06-24,437000.0,4,8,True,175.58667,False,False,False,2,True,True,6,4
2014-08-15,750000.0,3,8,True,211.81884,False,True,False,1,True,True,8,3
2014-05-20,490000.0,3,7,True,177.44473,False,False,False,1,False,True,5,3
2014-10-22,458000.0,3,8,True,199.74145,False,False,False,2,True,True,10,4
2015-04-03,250000.0,3,7,False,108.69651,False,False,False,1,True,True,4,2
2014-07-10,400000.0,4,7,True,248.98004,True,True,False,2,False,False,7,2
2014-08-22,455000.0,2,8,True,84.54173,False,False,False,1,True,False,8,4
2014-10-28,246000.0,4,7,True,159.79316,False,False,False,1,True,True,10,1
2014-11-20,206000.0,2,7,False,118.91584,False,False,False,2,True,False,11,1
2015-04-14,278000.0,3,7,False,114.27069,False,False,False,2,False,True,4,1
2014-05-12,453246.0,3,8,True,186.73503,False,False,False,2,True,False,5,3
2015-04-09,654300.0,3,9,False,231.32847,False,False,False,2,True,False,4,4
2014-08-12,390000.0,4,8,True,232.2575,False,True,False,2,True,True,8,1
2015-04-08,648000.0,5,8,False,223.89623,False,False,False,2,True,False,4,4
2014-11-04,922755.0,4,9,False,330.73468,False,False,False,3,True,False,11,4
2015-03-18,780000.0,5,8,False,180.23182,False,False,False,1,True,False,3,3
2014-11-20,455000.0,2,8,False,125.41905,False,False,False,2,False,False,11,4
2014-10-16,272000.0,4,8,True,189.52212,False,False,False,2,True,True,10,1
2014-09-25,486940.0,4,9,False,301.93475,False,False,False,2,True,False,9,1
2014-07-09,692500.0,4,9,False,344.67013,False,False,False,2,True,False,7,3
2015-01-13,855000.0,4,9,False,230.39944,False,False,False,2,True,False,1,4
2015-03-24,750000.0,4,7,True,181.16085,False,True,False,1,True,False,3,3
2015-04-08,313100.0,3,6,False,159.79316,False,False,True,2,False,True,4,2
2015-02-19,208000.0,3,5,False,97.54814999999999,False,False,True,1,False,True,2,2
2014-07-08,293000.0,3,8,False,177.44473,False,False,False,2,True,False,7,1
2015-02-22,490000.0,4,7,False,153.28995,False,False,True,2,False,False,2,2
2014-11-13,312620.0,3,7,False,117.05778,False,False,False,2,True,True,11,2
2015-04-30,295000.0,2,7,False,91.788164,False,False,False,1,True,False,4,2
2014-10-27,1049990.0,5,9,False,393.90872,False,False,False,3,True,False,10,4
2014-09-18,550000.0,3,8,True,200.67048,True,False,False,2,True,True,9,4
2015-05-12,377000.0,4,7,True,152.36092,False,False,False,2,False,True,5,1
2015-05-13,900000.0,3,7,False,143.07062,False,False,False,1,True,False,5,3
2015-03-27,730000.0,6,7,True,304.72184,False,False,False,2,True,True,3,4
2014-09-17,490000.0,3,9,False,183.94794,False,False,False,2,True,False,9,3
2014-06-27,397000.0,5,6,True,108.69651,False,False,False,1,False,True,6,2
2014-11-18,359950.0,3,8,False,183.94794,False,False,False,2,True,False,11,1
2015-04-22,226750.0,3,7,False,99.40621,False,False,False,1,True,True,4,1
2014-07-14,210000.0,3,6,False,85.47076,False,False,False,1,False,True,7,2
2014-08-01,590000.0,3,8,True,236.90265,False,False,False,2,True,False,8,3
2015-03-16,563000.0,3,8,True,160.72219,False,False,False,1,True,False,3,2
2014-10-27,120000.0,3,6,False,117.05778,False,False,False,1,False,True,10,1
2014-12-15,330000.0,3,7,False,133.78032,False,False,False,2,True,False,12,1
2014-12-15,290000.0,2,6,False,111.4836,False,False,False,1,False,True,12,2
2014-10-27,334500.0,3,8,False,184.87697,False,False,False,2,True,False,10,1
2014-10-13,495000.0,4,8,True,276.85094,False,False,False,2,True,True,10,2
2014-07-23,250000.0,3,7,True,188.59309,False,False,False,1,True,True,7,1
2014-12-29,271000.0,2,6,False,65.96113,False,False,False,1,False,True,12,1
2015-02-23,485000.0,3,8,False,145.85771,False,False,False,2,True,False,2,4
2014-10-02,429950.0,3,8,True,170.01248999999999,False,False,False,1,True,True,10,2
2014-06-04,603500.0,4,9,True,377.18618,False,True,False,2,True,True,6,2
2015-03-04,325000.0,3,8,False,175.58667,False,False,False,2,True,True,3,1
2015-01-08,305000.0,2,7,False,119.84487,False,False,False,1,False,False,1,4
2014-06-25,562100.0,2,7,True,133.78032,False,False,False,0,True,True,6,3
2014-06-26,249900.0,3,7,True,151.43189,False,False,False,2,True,True,6,1
2014-07-30,272500.0,3,7,False,143.07062,False,False,False,2,False,True,7,2
2014-06-23,458500.0,3,9,True,175.58667,False,False,False,2,False,False,6,3
2014-07-10,439000.0,4,7,False,144.92867999999999,False,False,False,2,False,True,7,2
2014-12-02,650000.0,6,8,False,335.37982999999997,False,False,False,2,True,False,12,3
2014-12-17,201000.0,4,7,False,126.34808,False,False,False,1,True,False,12,1
2014-11-03,379900.0,2,7,True,115.19972,False,False,False,1,True,False,11,3
2015-03-17,860000.0,3,8,True,194.16727,False,False,False,2,False,False,3,3
2014-06-17,479500.0,3,8,False,213.6769,False,False,False,2,True,False,6,3
2015-03-26,208500.0,2,5,False,81.75464,False,False,False,1,False,True,3,2
2014-10-10,725000.0,5,8,True,312.15408,True,False,False,3,True,False,10,2
2015-02-22,1063000.0,5,11,True,447.79246,False,False,False,4,True,False,2,4
2014-12-09,279000.0,4,8,False,186.642127,False,False,False,2,True,False,12,1
2014-07-30,535000.0,4,7,True,146.78674,False,False,False,1,True,False,7,3
2014-09-04,735000.0,4,8,True,195.09629999999999,False,False,False,1,True,True,9,4
2015-01-07,273500.0,3,8,True,185.806,False,False,False,1,True,True,1,1
2015-02-06,856000.0,3,9,False,200.67048,False,False,False,2,True,False,2,3
2014-09-23,804000.0,5,9,False,257.34131,False,False,False,3,True,False,9,4
2014-07-07,328000.0,3,8,False,209.03175,False,False,False,2,False,False,7,1
2015-02-19,705640.0,3,8,True,222.9672,False,False,False,2,True,True,2,4
2014-05-20,475000.0,4,7,True,153.28995,False,False,False,1,True,True,5,2
2015-04-01,740000.0,4,10,False,281.49609,False,False,False,2,True,False,4,4
2015-05-04,358000.0,4,7,False,170.01248999999999,False,False,False,2,True,False,5,2
2014-07-22,780000.0,4,9,True,210.88981,False,False,False,2,True,True,7,4
2014-11-17,800000.0,4,7,False,199.74145,False,False,False,1,True,True,11,4
2014-08-26,627000.0,3,7,True,180.23182,False,False,False,2,False,True,8,3
2014-12-01,932990.0,4,9,False,338.16692,False,False,False,2,True,False,12,4
2014-05-12,1300000.0,4,9,False,216.46399,False,True,False,3,True,False,5,4
2015-03-04,575000.0,2,7,True,116.12875,False,False,False,1,False,True,3,3
2014-08-20,165000.0,3,7,False,116.12875,False,False,False,1,True,True,8,1
2014-06-06,1370000.0,2,9,True,228.54138,False,True,False,2,True,False,6,3
2015-01-12,1225000.0,3,9,True,276.85094,False,False,False,2,True,True,1,4
2015-02-03,427500.0,4,7,False,186.73503,False,False,False,2,True,False,2,2
2014-07-15,448000.0,2,6,True,103.12233,False,False,False,1,False,True,7,3
2014-05-27,500000.0,3,8,False,163.50928,False,False,False,2,True,False,5,3
2014-12-10,245000.0,3,7,True,159.79316,False,False,False,1,True,True,12,1
2015-04-22,456200.0,2,6,False,112.41263,False,False,False,1,True,True,4,2
2014-08-26,595000.0,3,8,False,142.14159,False,False,False,2,False,True,8,4
2014-07-23,769995.0,5,9,False,312.15408,False,False,False,2,True,False,7,3
2014-09-25,330000.0,3,7,False,141.21256,False,False,False,2,True,False,9,3
2014-05-21,396450.0,3,8,False,143.07062,False,False,True,1,True,True,5,3
2014-07-07,199990.0,3,6,False,102.1933,False,False,False,1,False,True,7,1
2014-10-21,247200.0,3,7,False,177.44473,True,False,False,1,True,False,10,1
2014-12-22,332500.0,4,7,False,133.78032,False,False,False,2,False,False,12,3
2014-10-31,730000.0,4,7,True,173.72861,False,False,False,1,False,False,10,4
2014-06-25,240000.0,3,7,False,137.58934299999999,False,False,False,2,True,False,6,1
2014-08-28,399000.0,3,8,False,141.21256,False,False,False,3,False,False,8,2
2014-09-29,395000.0,4,7,True,197.88339,False,False,True,2,True,True,9,3
2015-03-04,490000.0,3,7,True,164.43831,False,False,False,1,True,True,3,2
2014-11-19,425000.0,3,6,True,109.62554,False,False,False,1,False,True,11,3
2014-08-25,165000.0,3,7,False,151.43189,False,False,False,1,True,True,8,1
2015-03-18,675000.0,4,7,False,142.14159,False,False,False,1,True,False,3,3
2014-08-26,434000.0,4,8,False,186.73503,False,False,False,3,False,False,8,3
2015-05-06,780000.0,5,8,True,323.30244,False,False,False,2,True,True,5,3
2014-08-06,425000.0,4,7,False,222.03817,False,False,False,2,True,False,8,3
2014-11-12,395000.0,3,7,False,136.56741,False,False,False,2,False,True,11,3
2014-11-18,355000.0,2,7,False,116.12875,False,False,False,1,False,True,11,2
2014-06-26,243800.0,3,6,False,105.90942,False,False,False,1,False,True,6,3
2014-06-08,445000.0,2,7,True,133.78032,False,False,False,1,False,True,6,3
2014-08-30,642000.0,3,7,True,96.61912,False,False,False,1,False,True,8,4
2015-03-29,203000.0,3,7,False,110.55457,True,False,False,1,True,True,3,1
2014-08-22,565000.0,3,9,False,253.62519,False,True,False,2,False,False,8,2
2015-02-13,310000.0,4,7,True,181.16085,False,False,False,2,True,True,2,1
2014-08-27,234000.0,4,7,True,169.08346,False,False,False,2,True,True,8,1
2014-06-20,632500.0,4,10,False,194.16727,False,False,False,2,True,False,6,4
2014-09-26,450000.0,3,8,True,261.98646,False,True,False,2,True,True,9,2
2014-09-15,421000.0,2,7,False,130.0642,False,False,True,1,True,True,9,2
2014-08-01,445000.0,4,7,True,244.33489,True,False,False,2,False,False,8,2
2015-01-05,469500.0,4,8,True,179.30279,False,False,False,2,True,True,1,3
2014-05-16,248000.0,4,7,True,171.87055,False,False,False,3,True,False,5,1
2015-04-22,550000.0,4,7,False,192.30921,False,False,True,2,False,True,4,4
2014-07-11,745000.0,3,9,False,190.45115,False,False,True,1,True,False,7,4
2015-03-31,972800.0,5,11,False,325.1605,False,False,False,3,True,False,3,3
2015-03-25,350000.0,3,6,False,110.55457,False,False,False,1,False,False,3,3
2014-07-30,184900.0,3,6,False,96.61912,False,False,False,1,False,True,7,1
2015-03-24,724950.0,4,8,True,182.08988,False,False,True,1,True,True,3,3
2014-09-24,460000.0,3,9,False,222.03817,False,False,False,2,True,False,9,1
2014-05-07,515000.0,3,7,True,146.78674,False,True,False,1,True,True,5,3
2014-08-21,440000.0,2,7,True,118.91584,False,False,False,1,False,True,8,4
2014-06-04,455000.0,3,8,False,131.92226,False,False,False,1,True,False,6,3
2014-07-10,695000.0,4,9,True,307.50893,False,False,True,3,True,False,7,3
2014-12-03,670000.0,3,8,False,310.29602,True,False,False,2,True,True,12,2
2014-07-11,405000.0,3,7,False,148.6448,False,False,False,1,True,True,7,2
2015-02-24,345000.0,3,7,True,132.85129,False,False,False,2,False,True,2,4
2014-06-11,234000.0,3,6,False,152.36092,False,False,True,2,False,False,6,1
2014-11-24,775000.0,4,9,False,284.28318,False,False,False,2,True,False,11,4
2014-11-07,707500.0,4,7,False,143.99965,False,False,True,4,False,False,11,3
2014-10-16,495000.0,3,7,False,135.63838,False,False,True,2,False,True,10,4
2014-07-02,625000.0,3,8,True,169.08346,False,False,False,3,False,False,7,4
2014-08-04,840000.0,4,9,True,230.39944,False,False,False,1,True,True,8,4
2015-04-03,585444.0,6,7,True,254.55422,False,True,False,3,True,True,4,3
2015-01-27,474950.0,3,7,False,209.03175,False,False,False,2,False,True,1,3
2014-07-02,723000.0,4,8,True,225.75429,False,False,False,2,True,False,7,3
2014-10-28,255000.0,4,7,True,153.28995,False,False,False,1,True,True,10,1
2014-06-10,475000.0,2,8,False,138.42547,False,True,False,1,True,True,6,1
2015-04-15,552775.0,3,8,False,176.5157,True,False,False,2,True,False,4,4
2015-03-04,590000.0,4,8,True,273.13482,False,False,False,2,True,True,3,4
2014-09-24,257000.0,3,7,False,168.15443,False,False,False,2,True,False,9,1
2014-08-04,335000.0,3,8,True,186.73503,False,False,False,1,True,True,8,1
2014-12-11,329000.0,4,7,False,110.55457,False,False,True,2,False,False,12,2
2014-09-26,235000.0,3,7,False,89.18688,False,False,False,1,False,True,9,2
2015-04-23,400000.0,2,6,True,93.83203,False,True,False,1,False,True,4,3
2014-09-04,1245000.0,6,9,True,348.38625,True,True,True,3,True,False,9,3
2015-04-08,450000.0,3,7,False,143.07062,False,False,True,1,True,True,4,2
2014-09-25,582500.0,2,7,True,143.07062,False,False,True,2,False,True,9,3
2015-04-22,342000.0,4,7,False,129.13517,False,False,False,1,False,False,4,2
2015-04-20,550000.0,3,8,False,175.58667,False,True,False,1,True,True,4,4
2014-12-01,635000.0,3,7,True,208.10272,False,False,True,1,True,True,12,3
2014-09-17,517000.0,3,8,True,152.36092,False,False,False,2,True,False,9,3
2014-06-18,536751.0,3,9,False,179.30279,False,False,False,1,True,True,6,3
2014-09-17,390000.0,3,7,True,170.94152,False,False,True,2,False,True,9,3
2014-11-17,475000.0,5,7,False,189.52212,False,False,False,2,False,False,11,2
2014-06-23,603500.0,6,8,True,247.12198,False,False,True,2,True,True,6,4
2014-07-04,625000.0,3,7,False,120.7739,False,False,True,1,True,True,7,4
2014-11-20,560000.0,3,9,False,194.16727,False,False,False,2,False,True,11,2
2014-12-01,355000.0,5,7,False,235.97362,False,False,False,2,True,False,12,1
2014-08-11,570000.0,3,10,False,292.64445,False,False,False,2,True,False,8,1
2014-07-01,739900.0,5,8,False,305.65087,False,False,False,2,True,False,7,4
2014-07-01,382500.0,3,7,False,96.61912,False,False,False,1,True,True,7,3
2015-05-06,359000.0,4,8,False,245.26391999999998,False,False,False,2,True,False,5,1
2014-11-23,452000.0,3,7,False,157.00607,False,False,False,2,True,False,11,4
2014-09-03,715000.0,4,9,False,275.92191,False,False,False,2,True,False,9,4
2014-07-22,272000.0,4,7,False,196.489845,False,False,False,2,True,False,7,1
2015-03-26,673000.0,4,9,False,277.77997,False,False,False,2,True,False,3,2
2014-07-31,225000.0,3,8,False,233.18653,False,False,False,2,True,False,7,1
2014-11-12,318700.0,4,8,True,257.34131,False,False,False,2,True,True,11,1
2014-08-12,380000.0,4,8,True,232.2575,False,True,False,2,True,True,8,1
2014-11-19,415000.0,3,7,False,101.26427,False,False,False,1,True,True,11,3
2014-09-29,1138990.0,5,10,False,397.62484,False,True,False,3,True,False,9,4
2014-12-23,355000.0,3,8,False,172.79958,False,False,False,2,True,False,12,2
2014-12-01,834000.0,3,9,False,236.90265,False,False,False,2,True,False,12,4
2014-11-11,515000.0,2,7,True,130.0642,False,False,False,1,True,True,11,3
2014-10-28,685000.0,3,7,False,145.85771,False,False,False,1,False,False,10,4
2014-07-01,808000.0,4,9,False,232.2575,False,False,False,2,True,False,7,4
2014-10-07,1180000.0,5,10,False,367.89588,False,False,False,5,False,False,10,2
2014-05-15,395300.0,3,7,False,104.05136,False,False,False,1,True,True,5,4
2014-07-08,1150000.0,3,11,False,355.81849,False,False,False,2,True,False,7,4
2015-02-19,269950.0,2,5,True,124.49002,False,False,True,1,True,True,2,1
2014-07-16,630000.0,5,8,True,231.32847,False,True,False,1,True,True,7,1
2015-01-05,830000.0,2,7,False,197.88339,False,False,False,1,True,True,1,4
2014-07-10,303000.0,2,6,False,90.11591,False,False,True,2,False,True,7,2
2014-06-17,499500.0,3,9,False,275.92191,True,False,False,2,True,False,6,3
2014-07-17,361600.0,2,6,False,70.60628,False,False,False,1,False,True,7,3
2014-10-17,820000.0,3,11,False,276.85094,False,False,False,2,True,False,10,4
2014-07-08,326500.0,3,7,False,98.47718,False,False,False,1,False,True,7,1
2014-05-02,430000.0,4,7,True,178.37376,False,False,False,1,True,True,5,4
2014-08-19,305000.0,3,7,False,152.918338,False,False,False,2,True,False,8,2
2014-11-06,216500.0,2,6,False,65.96113,False,False,False,1,False,True,11,1
2014-08-13,350000.0,3,7,False,156.07704,False,False,False,2,False,True,8,1
2015-04-09,400000.0,4,8,False,164.43831,False,False,False,1,True,True,4,2
2015-03-23,219950.0,3,7,False,98.47718,False,False,False,1,False,True,3,1
2014-10-13,453500.0,2,7,True,158.86413,False,True,True,1,True,True,10,3
2014-09-19,305000.0,4,8,False,177.816342,False,False,False,2,True,False,9,1
2014-09-19,309950.0,3,7,False,111.4836,False,False,False,1,True,True,9,2
2014-06-26,1025000.0,4,10,True,308.43796,False,True,False,3,True,True,6,4
2014-08-08,1035000.0,4,10,False,270.34773,False,False,False,2,True,False,8,4
2014-07-09,900000.0,4,8,True,207.17369,False,False,True,2,True,False,7,3
2014-12-15,282000.0,4,7,True,154.21898,False,False,False,1,True,True,12,1
2015-04-16,865000.0,5,8,True,262.91549,False,False,False,3,False,True,4,4
2014-05-27,585000.0,3,8,False,171.87055,False,False,False,1,True,True,5,3
2014-07-17,350000.0,2,8,False,161.65122,False,False,False,1,True,False,7,3
2014-12-04,745000.0,3,9,True,275.92191,False,False,False,2,True,True,12,4
2014-08-01,299000.0,2,6,False,96.61912,False,False,False,1,False,True,8,2
2014-07-28,241000.0,3,8,False,141.21256,False,False,False,2,False,True,7,1
2014-10-10,330000.0,3,7,False,107.76748,False,False,False,1,False,True,10,4
2014-10-14,625000.0,4,8,True,187.66406,False,False,True,2,False,True,10,3
2014-07-30,1150000.0,4,11,True,421.77962,False,False,False,3,True,False,7,4
2015-05-07,254000.0,3,7,False,136.56741,False,False,False,2,False,True,5,2
2015-04-16,324900.0,3,8,False,193.23824,False,False,False,2,True,False,4,1
2014-09-04,322500.0,3,7,False,107.76748,False,False,False,1,False,True,9,4
2014-10-22,260000.0,3,6,False,95.69009,False,False,False,2,False,True,10,2
2014-05-22,180000.0,4,7,True,161.65122,False,False,False,1,True,True,5,1
2014-06-11,250000.0,2,8,True,91.230746,False,False,False,1,True,False,6,2
2015-03-26,780000.0,4,10,False,209.96078,False,False,False,2,True,True,3,4
2014-10-30,1100000.0,4,10,True,270.34773,False,True,False,2,True,False,10,4
2015-01-13,440000.0,3,7,False,177.44473,False,False,False,2,True,False,1,3
2014-06-19,728050.0,3,8,False,215.53496,False,False,False,2,True,True,6,4
2014-05-07,940000.0,4,9,True,175.58667,False,True,False,2,True,True,5,4
2014-11-25,326000.0,4,7,True,212.74787,False,False,False,1,True,True,11,1
2014-06-04,586500.0,3,8,True,165.36734,False,False,False,2,True,False,6,3
2014-12-23,292500.0,4,8,False,172.79958,False,False,False,2,True,False,12,1
2014-08-20,525000.0,4,7,True,229.47041,False,False,True,2,True,True,8,2
2015-01-12,984000.0,4,9,False,222.03817,False,False,True,2,True,True,1,4
2014-10-28,435000.0,3,7,False,128.20614,False,False,False,2,True,False,10,4
2014-06-09,625000.0,3,8,True,205.31563,False,False,False,1,True,True,6,4
